"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.04.2025","19.900,0","19.900,0","19.960,0","19.580,0","365,57K","-2,93%"
"03.04.2025","20.500,0","20.040,0","20.500,0","20.000,0","263,65K","1,38%"
"02.04.2025","20.220,0","19.860,0","20.220,0","19.860,0","984,77K","1,10%"
"01.04.2025","20.000,0","19.280,0","20.000,0","19.200,0","383,18K","4,71%"
"31.03.2025","19.100,0","19.020,0","19.200,0","19.020,0","535,22K","-1,44%"
"28.03.2025","19.380,0","19.160,0","19.380,0","18.920,0","909,63K","1,25%"
"27.03.2025","19.140,0","19.000,0","19.200,0","19.000,0","123,72K","0,74%"
"26.03.2025","19.000,0","19.200,0","19.340,0","19.000,0","175,83K","-1,45%"
"25.03.2025","19.280,0","18.520,0","19.280,0","18.520,0","636,50K","4,78%"
"21.03.2025","18.400,0","18.960,0","18.960,0","18.400,0","1,78M","-2,65%"
"20.03.2025","18.900,0","19.000,0","19.140,0","18.720,0","77,65K","0,00%"
"19.03.2025","18.900,0","19.380,0","19.380,0","18.900,0","115,54K","-2,48%"
"18.03.2025","19.380,0","19.500,0","19.500,0","19.260,0","93,55K","-0,62%"
"17.03.2025","19.500,0","19.480,0","19.600,0","19.440,0","270,68K","0,41%"
"14.03.2025","19.420,0","19.020,0","19.420,0","19.000,0","116,15K","2,75%"
"13.03.2025","18.900,0","19.200,0","19.500,0","18.900,0","62,56K","-1,66%"
"12.03.2025","19.220,0","18.800,0","19.460,0","18.600,0","123,77K","2,56%"
"11.03.2025","18.740,0","18.740,0","19.000,0","18.600,0","342,19K","-0,32%"
"10.03.2025","18.800,0","19.000,0","19.000,0","18.600,0","255,48K","-1,05%"
"07.03.2025","19.000,0","19.400,0","19.460,0","19.000,0","400,88K","-2,06%"
"06.03.2025","19.400,0","19.620,0","19.880,0","19.300,0","232,95K","-1,82%"
"05.03.2025","19.760,0","20.160,0","20.440,0","19.680,0","240,90K","-1,98%"
"04.03.2025","20.160,0","19.840,0","20.160,0","19.400,0","260,20K","0,80%"
"03.03.2025","20.000,0","20.720,0","20.800,0","20.000,0","338,52K","-3,47%"
"28.02.2025","20.720,0","20.700,0","20.760,0","20.080,0","1,52M","0,10%"
